intervalNumber	intervalChrom	intervalStart	intervalEnd
136937	chr3	193525001	193535000
136938	chr3	193530001	193540000
136939	chr3	193535001	193545000
136940	chr3	193540001	193550000
136941	chr3	193545001	193555000
136942	chr3	193550001	193560000
136943	chr3	193555001	193565000
136944	chr3	193560001	193570000
136945	chr3	193565001	193575000
136946	chr3	193570001	193580000
136947	chr3	193575001	193585000
136948	chr3	193580001	193590000
136949	chr3	193585001	193595000
136950	chr3	193590001	193600000
136951	chr3	193595001	193605000
136952	chr3	193600001	193610000
136953	chr3	193605001	193615000
136954	chr3	193610001	193620000
136955	chr3	193615001	193625000
136956	chr3	193620001	193630000
136957	chr3	193625001	193635000
136958	chr3	193630001	193640000
136959	chr3	193635001	193645000
136960	chr3	193640001	193650000
136961	chr3	193645001	193655000
136962	chr3	193650001	193660000
136963	chr3	193655001	193665000
136964	chr3	193660001	193670000
136965	chr3	193665001	193675000
136966	chr3	193670001	193680000
136967	chr3	193675001	193685000
136968	chr3	193680001	193690000
136969	chr3	193685001	193695000
136970	chr3	193690001	193700000
136971	chr3	193695001	193705000
136972	chr3	193700001	193710000
136973	chr3	193705001	193715000
136974	chr3	193710001	193720000
136975	chr3	193715001	193725000
136976	chr3	193720001	193730000
136977	chr3	193725001	193735000
136978	chr3	193730001	193740000
136979	chr3	193735001	193745000
136980	chr3	193740001	193750000
136981	chr3	193745001	193755000
136982	chr3	193750001	193760000
136983	chr3	193755001	193765000
136984	chr3	193760001	193770000
136985	chr3	193765001	193775000
136986	chr3	193770001	193780000
136987	chr3	193775001	193785000
136988	chr3	193780001	193790000
136989	chr3	193785001	193795000
136990	chr3	193790001	193800000
136991	chr3	193795001	193805000
136992	chr3	193800001	193810000
136993	chr3	193805001	193815000
136994	chr3	193810001	193820000
136995	chr3	193815001	193825000
136996	chr3	193820001	193830000
136997	chr3	193825001	193835000
136998	chr3	193830001	193840000
136999	chr3	193835001	193845000
137000	chr3	193840001	193850000
137001	chr3	193845001	193855000
137002	chr3	193850001	193860000
137003	chr3	193855001	193865000
137004	chr3	193860001	193870000
137005	chr3	193865001	193875000
137006	chr3	193870001	193880000
137007	chr3	193875001	193885000
137008	chr3	193880001	193890000
137009	chr3	193885001	193895000
137010	chr3	193890001	193900000
137011	chr3	193895001	193905000
137012	chr3	193900001	193910000
137013	chr3	193905001	193915000
137014	chr3	193910001	193920000
137015	chr3	193915001	193925000
137016	chr3	193920001	193930000
137017	chr3	193925001	193935000
137018	chr3	193930001	193940000
137019	chr3	193935001	193945000
137020	chr3	193940001	193950000
137021	chr3	193945001	193955000
137022	chr3	193950001	193960000
137023	chr3	193955001	193965000
137024	chr3	193960001	193970000
137025	chr3	193965001	193975000
137026	chr3	193970001	193980000
137027	chr3	193975001	193985000
137028	chr3	193980001	193990000
137029	chr3	193985001	193995000
137030	chr3	193990001	194000000
137031	chr3	193995001	194005000
137032	chr3	194000001	194010000
137033	chr3	194005001	194015000
137034	chr3	194010001	194020000
137035	chr3	194015001	194025000
137036	chr3	194020001	194030000
137037	chr3	194025001	194035000
137038	chr3	194030001	194040000
137039	chr3	194035001	194045000
137040	chr3	194040001	194050000
137041	chr3	194045001	194055000
137042	chr3	194050001	194060000
137043	chr3	194055001	194065000
137044	chr3	194060001	194070000
137045	chr3	194065001	194075000
137046	chr3	194070001	194080000
137047	chr3	194075001	194085000
137048	chr3	194080001	194090000
137049	chr3	194085001	194095000
137050	chr3	194090001	194100000
137051	chr3	194095001	194105000
137052	chr3	194100001	194110000
137053	chr3	194105001	194115000
137054	chr3	194110001	194120000
137055	chr3	194115001	194125000
137056	chr3	194120001	194130000
137057	chr3	194125001	194135000
137058	chr3	194130001	194140000
137059	chr3	194135001	194145000
137060	chr3	194140001	194150000
137061	chr3	194145001	194155000
137062	chr3	194150001	194160000
137063	chr3	194155001	194165000
137064	chr3	194160001	194170000
137065	chr3	194165001	194175000
137066	chr3	194170001	194180000
137067	chr3	194175001	194185000
137068	chr3	194180001	194190000
137069	chr3	194185001	194195000
137070	chr3	194190001	194200000
137071	chr3	194195001	194205000
137072	chr3	194200001	194210000
137073	chr3	194205001	194215000
137074	chr3	194210001	194220000
137075	chr3	194215001	194225000
137076	chr3	194220001	194230000
137077	chr3	194225001	194235000
137078	chr3	194230001	194240000
137079	chr3	194235001	194245000
137080	chr3	194240001	194250000
137081	chr3	194245001	194255000
137082	chr3	194250001	194260000
137083	chr3	194255001	194265000
137084	chr3	194260001	194270000
137085	chr3	194265001	194275000
137086	chr3	194270001	194280000
137087	chr3	194275001	194285000
137088	chr3	194280001	194290000
137089	chr3	194285001	194295000
137090	chr3	194290001	194300000
137091	chr3	194295001	194305000
137092	chr3	194300001	194310000
137093	chr3	194305001	194315000
137094	chr3	194310001	194320000
137095	chr3	194315001	194325000
137096	chr3	194320001	194330000
137097	chr3	194325001	194335000
137098	chr3	194330001	194340000
137099	chr3	194335001	194345000
137100	chr3	194340001	194350000
137101	chr3	194345001	194355000
137102	chr3	194350001	194360000
137103	chr3	194355001	194365000
137104	chr3	194360001	194370000
137105	chr3	194365001	194375000
137106	chr3	194370001	194380000
137107	chr3	194375001	194385000
137108	chr3	194380001	194390000
137109	chr3	194385001	194395000
137110	chr3	194390001	194400000
137111	chr3	194395001	194405000
137112	chr3	194400001	194410000
137113	chr3	194405001	194415000
137114	chr3	194410001	194420000
137115	chr3	194415001	194425000
137116	chr3	194420001	194430000
137117	chr3	194425001	194435000
137118	chr3	194430001	194440000
137119	chr3	194435001	194445000
137120	chr3	194440001	194450000
137121	chr3	194445001	194455000
137122	chr3	194450001	194460000
137123	chr3	194455001	194465000
137124	chr3	194460001	194470000
137125	chr3	194465001	194475000
137126	chr3	194470001	194480000
137127	chr3	194475001	194485000
137128	chr3	194480001	194490000
137129	chr3	194485001	194495000
137130	chr3	194490001	194500000
137131	chr3	194495001	194505000
137132	chr3	194500001	194510000
137133	chr3	194505001	194515000
137134	chr3	194510001	194520000
137135	chr3	194515001	194525000
137136	chr3	194520001	194530000
137137	chr3	194525001	194535000
137138	chr3	194530001	194540000
137139	chr3	194535001	194545000
137140	chr3	194540001	194550000
137141	chr3	194545001	194555000
137142	chr3	194550001	194560000
137143	chr3	194555001	194565000
137144	chr3	194560001	194570000
137145	chr3	194565001	194575000
137146	chr3	194570001	194580000
137147	chr3	194575001	194585000
137148	chr3	194580001	194590000
137149	chr3	194585001	194595000
137150	chr3	194590001	194600000
137151	chr3	194595001	194605000
137152	chr3	194600001	194610000
137153	chr3	194605001	194615000
137154	chr3	194610001	194620000
137155	chr3	194615001	194625000
137156	chr3	194620001	194630000
137157	chr3	194625001	194635000
137158	chr3	194630001	194640000
137159	chr3	194635001	194645000
137160	chr3	194640001	194650000
137161	chr3	194645001	194655000
137162	chr3	194650001	194660000
137163	chr3	194655001	194665000
137164	chr3	194660001	194670000
137165	chr3	194665001	194675000
137166	chr3	194670001	194680000
137167	chr3	194675001	194685000
137168	chr3	194680001	194690000
137169	chr3	194685001	194695000
137170	chr3	194690001	194700000
137171	chr3	194695001	194705000
137172	chr3	194700001	194710000
137173	chr3	194705001	194715000
137174	chr3	194710001	194720000
137175	chr3	194715001	194725000
137176	chr3	194720001	194730000
137177	chr3	194725001	194735000
137178	chr3	194730001	194740000
137179	chr3	194735001	194745000
137180	chr3	194740001	194750000
137181	chr3	194745001	194755000
137182	chr3	194750001	194760000
137183	chr3	194755001	194765000
137184	chr3	194760001	194770000
137185	chr3	194765001	194775000
137186	chr3	194770001	194780000
137187	chr3	194775001	194785000
137188	chr3	194780001	194790000
137189	chr3	194785001	194795000
137190	chr3	194790001	194800000
137191	chr3	194795001	194805000
137192	chr3	194800001	194810000
137193	chr3	194805001	194815000
137194	chr3	194810001	194820000
137195	chr3	194815001	194825000
137196	chr3	194820001	194830000
137197	chr3	194825001	194835000
137198	chr3	194830001	194840000
137199	chr3	194835001	194845000
137200	chr3	194840001	194850000
137201	chr3	194845001	194855000
137202	chr3	194850001	194860000
137203	chr3	194855001	194865000
137204	chr3	194860001	194870000
137205	chr3	194865001	194875000
137206	chr3	194870001	194880000
137207	chr3	194875001	194885000
137208	chr3	194880001	194890000
137209	chr3	194885001	194895000
137210	chr3	194890001	194900000
137211	chr3	194895001	194905000
137212	chr3	194900001	194910000
137213	chr3	194905001	194915000
137214	chr3	194910001	194920000
137215	chr3	194915001	194925000
137216	chr3	194920001	194930000
137217	chr3	194925001	194935000
137218	chr3	194930001	194940000
137219	chr3	194935001	194945000
137220	chr3	194940001	194950000
137221	chr3	194945001	194955000
137222	chr3	194950001	194960000
137223	chr3	194955001	194965000
137224	chr3	194960001	194970000
137225	chr3	194965001	194975000
137226	chr3	194970001	194980000
137227	chr3	194975001	194985000
137228	chr3	194980001	194990000
137229	chr3	194985001	194995000
137230	chr3	194990001	195000000
137231	chr3	194995001	195005000
137232	chr3	195000001	195010000
137233	chr3	195005001	195015000
137234	chr3	195010001	195020000
137235	chr3	195015001	195025000
137236	chr3	195020001	195030000
137237	chr3	195025001	195035000
137238	chr3	195030001	195040000
137239	chr3	195035001	195045000
137240	chr3	195040001	195050000
137241	chr3	195045001	195055000
137242	chr3	195050001	195060000
137243	chr3	195055001	195065000
137244	chr3	195060001	195070000
137245	chr3	195065001	195075000
137246	chr3	195070001	195080000
137247	chr3	195075001	195085000
137248	chr3	195080001	195090000
137249	chr3	195085001	195095000
137250	chr3	195090001	195100000
137251	chr3	195095001	195105000
137252	chr3	195100001	195110000
137253	chr3	195105001	195115000
137254	chr3	195110001	195120000
137255	chr3	195115001	195125000
137256	chr3	195120001	195130000
137257	chr3	195125001	195135000
137258	chr3	195130001	195140000
137259	chr3	195135001	195145000
137260	chr3	195140001	195150000
137261	chr3	195145001	195155000
137262	chr3	195150001	195160000
137263	chr3	195155001	195165000
137264	chr3	195160001	195170000
137265	chr3	195165001	195175000
137266	chr3	195170001	195180000
137267	chr3	195175001	195185000
137268	chr3	195180001	195190000
137269	chr3	195185001	195195000
137270	chr3	195190001	195200000
137271	chr3	195195001	195205000
137272	chr3	195200001	195210000
137273	chr3	195205001	195215000
137274	chr3	195210001	195220000
137275	chr3	195215001	195225000
137276	chr3	195220001	195230000
137277	chr3	195225001	195235000
137278	chr3	195230001	195240000
137279	chr3	195235001	195245000
137280	chr3	195240001	195250000
137281	chr3	195245001	195255000
137282	chr3	195250001	195260000
137283	chr3	195255001	195265000
137284	chr3	195260001	195270000
137285	chr3	195265001	195275000
137286	chr3	195270001	195280000
137287	chr3	195275001	195285000
137288	chr3	195280001	195290000
137289	chr3	195285001	195295000
137290	chr3	195290001	195300000
137291	chr3	195295001	195305000
137292	chr3	195300001	195310000
137293	chr3	195305001	195315000
137294	chr3	195310001	195320000
137295	chr3	195315001	195325000
137296	chr3	195320001	195330000
137297	chr3	195325001	195335000
137298	chr3	195330001	195340000
137299	chr3	195335001	195345000
137300	chr3	195340001	195350000
137301	chr3	195345001	195355000
137302	chr3	195350001	195360000
137303	chr3	195355001	195365000
137304	chr3	195360001	195370000
137305	chr3	195365001	195375000
137306	chr3	195370001	195380000
137307	chr3	195375001	195385000
137308	chr3	195380001	195390000
137309	chr3	195385001	195395000
137310	chr3	195390001	195400000
137311	chr3	195395001	195405000
137312	chr3	195400001	195410000
137313	chr3	195405001	195415000
137314	chr3	195410001	195420000
137315	chr3	195415001	195425000
137316	chr3	195420001	195430000
137317	chr3	195425001	195435000
137318	chr3	195430001	195440000
137319	chr3	195435001	195445000
137320	chr3	195440001	195450000
137321	chr3	195445001	195455000
137322	chr3	195450001	195460000
137323	chr3	195455001	195465000
137324	chr3	195460001	195470000
137325	chr3	195465001	195475000
137326	chr3	195470001	195480000
137327	chr3	195475001	195485000
137328	chr3	195480001	195490000
137329	chr3	195485001	195495000
137330	chr3	195490001	195500000
137331	chr3	195495001	195505000
137332	chr3	195500001	195510000
137333	chr3	195505001	195515000
137334	chr3	195510001	195520000
137335	chr3	195515001	195525000
137336	chr3	195520001	195530000
137337	chr3	195525001	195535000
137338	chr3	195530001	195540000
137339	chr3	195535001	195545000
137340	chr3	195540001	195550000
137341	chr3	195545001	195555000
137342	chr3	195550001	195560000
137343	chr3	195555001	195565000
137344	chr3	195560001	195570000
137345	chr3	195565001	195575000
137346	chr3	195570001	195580000
137347	chr3	195575001	195585000
137348	chr3	195580001	195590000
137349	chr3	195585001	195595000
137350	chr3	195590001	195600000
137351	chr3	195595001	195605000
137352	chr3	195600001	195610000
137353	chr3	195605001	195615000
137354	chr3	195610001	195620000
137355	chr3	195615001	195625000
137356	chr3	195620001	195630000
137357	chr3	195625001	195635000
137358	chr3	195630001	195640000
137359	chr3	195635001	195645000
137360	chr3	195640001	195650000
137361	chr3	195645001	195655000
137362	chr3	195650001	195660000
137363	chr3	195655001	195665000
137364	chr3	195660001	195670000
137365	chr3	195665001	195675000
137366	chr3	195670001	195680000
137367	chr3	195675001	195685000
137368	chr3	195680001	195690000
137369	chr3	195685001	195695000
137370	chr3	195690001	195700000
137371	chr3	195695001	195705000
137372	chr3	195700001	195710000
137373	chr3	195705001	195715000
137374	chr3	195710001	195720000
137375	chr3	195715001	195725000
137376	chr3	195720001	195730000
137377	chr3	195725001	195735000
137378	chr3	195730001	195740000
137379	chr3	195735001	195745000
137380	chr3	195740001	195750000
137381	chr3	195745001	195755000
137382	chr3	195750001	195760000
137383	chr3	195755001	195765000
137384	chr3	195760001	195770000
137385	chr3	195765001	195775000
137386	chr3	195770001	195780000
137387	chr3	195775001	195785000
137388	chr3	195780001	195790000
137389	chr3	195785001	195795000
137390	chr3	195790001	195800000
137391	chr3	195795001	195805000
137392	chr3	195800001	195810000
137393	chr3	195805001	195815000
137394	chr3	195810001	195820000
137395	chr3	195815001	195825000
137396	chr3	195820001	195830000
137397	chr3	195825001	195835000
137398	chr3	195830001	195840000
137399	chr3	195835001	195845000
137400	chr3	195840001	195850000
137401	chr3	195845001	195855000
137402	chr3	195850001	195860000
137403	chr3	195855001	195865000
137404	chr3	195860001	195870000
137405	chr3	195865001	195875000
137406	chr3	195870001	195880000
137407	chr3	195875001	195885000
137408	chr3	195880001	195890000
137409	chr3	195885001	195895000
137410	chr3	195890001	195900000
137411	chr3	195895001	195905000
137412	chr3	195900001	195910000
